timestamp,cpu_percent,cpu_user,cpu_system,cpu_idle,load_1min,load_5min,load_15min,mem_total_gb,mem_used_gb,mem_free_gb,mem_percent,disk_total_gb,disk_used_gb,disk_free_gb,disk_percent,uptime_hours,process_count,running_processes,sleeping_processes,top_cpu_1,top_cpu_2,top_cpu_3,top_mem_1,top_mem_2,top_mem_3,gpu_available,gpu_usage,gpu_memory_used,gpu_memory_total
2026-01-12 16:41:23,15.7,2.4,12.5,84.3,0.24,0.22,0.22,7.71,6.55,1.16,84.9,475.67,202.49,273.18,42.6,25.66,318,314,0,System Idle Process(972.3%),python.exe(91.0%),afwServ.exe(37.1%),chrome.exe(4.4%),chrome.exe(4.3%),chrome.exe(2.6%),False,0,0,0
2026-01-12 16:41:33,14.6,2.0,12.1,85.4,0.2,0.22,0.21,7.71,6.56,1.15,85.1,475.67,202.49,273.18,42.6,25.66,318,314,0,System Idle Process(992.4%),python.exe(88.7%),afwServ.exe(34.7%),chrome.exe(4.4%),chrome.exe(4.3%),chrome.exe(2.6%),False,0,0,0
2026-01-12 16:41:43,15.0,2.2,12.1,85.0,0.17,0.21,0.21,7.71,6.56,1.15,85.1,475.67,202.49,273.18,42.6,25.66,319,315,0,System Idle Process(975.0%),python.exe(88.0%),afwServ.exe(40.0%),chrome.exe(4.4%),chrome.exe(4.4%),chrome.exe(2.6%),False,0,0,0
2026-01-12 16:41:53,17.8,2.9,14.1,82.2,0.15,0.2,0.21,7.71,6.7,1.02,86.8,475.67,202.49,273.18,42.6,25.67,319,315,0,System Idle Process(994.2%),python.exe(86.6%),afwServ.exe(34.7%),chrome.exe(4.4%),chrome.exe(4.4%),chrome.exe(2.6%),False,0,0,0
2026-01-12 16:42:03,14.7,2.0,12.0,85.3,0.2,0.21,0.21,7.71,6.68,1.03,86.7,475.67,202.49,273.18,42.6,25.67,318,314,0,System Idle Process(967.9%),python.exe(88.6%),afwServ.exe(37.3%),chrome.exe(4.4%),chrome.exe(4.3%),chrome.exe(2.6%),False,0,0,0
2026-01-12 16:42:13,16.5,2.4,13.4,83.5,0.17,0.2,0.21,7.71,6.68,1.03,86.7,475.67,202.49,273.18,42.6,25.67,318,314,0,System Idle Process(970.5%),python.exe(92.2%),afwServ.exe(40.5%),chrome.exe(4.4%),chrome.exe(4.2%),MemCompression(2.6%),False,0,0,0
2026-01-12 16:42:23,19.0,3.0,15.3,81.0,0.15,0.2,0.21,7.71,6.62,1.09,85.9,475.67,202.49,273.18,42.6,25.68,320,315,0,System Idle Process(1001.7%),python.exe(88.8%),afwServ.exe(33.8%),chrome.exe(4.4%),chrome.exe(4.2%),MemCompression(2.9%),False,0,0,0
2026-01-12 16:42:33,14.3,2.3,11.6,85.7,0.12,0.19,0.21,7.71,6.62,1.09,85.9,475.67,202.49,273.18,42.6,25.68,320,315,0,System Idle Process(974.4%),python.exe(90.4%),afwServ.exe(37.6%),chrome.exe(4.4%),chrome.exe(4.2%),MemCompression(2.9%),False,0,0,0
2026-01-12 16:42:43,15.5,2.0,12.8,84.5,0.1,0.19,0.2,7.71,6.62,1.09,85.9,475.67,202.49,273.18,42.6,25.68,320,315,0,System Idle Process(977.5%),python.exe(87.8%),afwServ.exe(37.4%),chrome.exe(4.4%),chrome.exe(4.2%),MemCompression(2.9%),False,0,0,0
2026-01-12 16:42:53,14.8,2.1,12.1,85.2,0.09,0.18,0.2,7.71,6.61,1.1,85.8,475.67,202.49,273.18,42.6,25.68,320,315,0,System Idle Process(1005.5%),python.exe(90.3%),afwServ.exe(38.0%),chrome.exe(4.4%),chrome.exe(4.2%),MemCompression(2.9%),False,0,0,0
2026-01-12 16:43:03,14.1,1.8,11.8,85.9,0.08,0.17,0.2,7.71,6.61,1.1,85.7,475.67,202.49,273.18,42.6,25.69,320,315,0,System Idle Process(909.1%),python.exe(91.8%),afwServ.exe(57.2%),chrome.exe(4.4%),chrome.exe(4.2%),MemCompression(2.9%),False,0,0,0
2026-01-12 16:43:13,20.5,4.4,15.2,79.5,0.06,0.17,0.2,7.71,6.72,0.99,87.2,475.67,202.49,273.18,42.6,25.69,320,315,0,System Idle Process(833.1%),python.exe(91.7%),afwServ.exe(56.4%),chrome.exe(4.4%),chrome.exe(4.2%),MemCompression(3.0%),False,0,0,0
2026-01-12 16:43:23,25.3,6.2,18.1,74.7,0.05,0.16,0.19,7.71,6.58,1.13,85.3,475.67,202.49,273.18,42.6,25.69,321,317,0,System Idle Process(983.7%),python.exe(88.6%),afwServ.exe(35.4%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:43:33,15.8,2.6,12.6,84.2,0.05,0.16,0.19,7.71,6.59,1.12,85.5,475.67,202.49,273.18,42.6,25.7,321,317,0,System Idle Process(985.4%),python.exe(91.3%),afwServ.exe(38.1%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(3.7%),False,0,0,0
2026-01-12 16:43:43,16.9,2.9,13.3,83.1,0.12,0.17,0.2,7.71,6.64,1.07,86.2,475.67,202.49,273.18,42.6,25.7,321,317,0,System Idle Process(996.0%),python.exe(91.0%),afwServ.exe(40.0%),chrome.exe(4.4%),chrome.exe(4.4%),msedge.exe(2.9%),False,0,0,0
2026-01-12 16:43:53,15.3,2.3,12.3,84.7,0.1,0.16,0.19,7.71,6.61,1.11,85.7,475.67,202.49,273.18,42.6,25.7,319,315,0,System Idle Process(995.2%),python.exe(90.3%),afwServ.exe(38.8%),chrome.exe(4.4%),chrome.exe(4.3%),msedge.exe(2.9%),False,0,0,0
2026-01-12 16:44:03,14.9,2.0,12.3,85.1,0.16,0.17,0.2,7.71,6.61,1.11,85.7,475.67,202.49,273.18,42.6,25.7,318,314,0,System Idle Process(971.9%),python.exe(91.0%),afwServ.exe(43.7%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(2.9%),False,0,0,0
2026-01-12 16:44:13,16.2,2.6,12.9,83.8,0.14,0.17,0.2,7.71,6.61,1.1,85.7,475.67,202.49,273.18,42.6,25.71,318,314,0,System Idle Process(991.8%),python.exe(93.9%),afwServ.exe(33.5%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:44:23,17.4,2.7,14.3,82.5,0.12,0.16,0.19,7.71,6.61,1.1,85.8,475.67,202.49,273.18,42.6,25.71,320,316,0,System Idle Process(988.3%),python.exe(94.5%),afwServ.exe(38.9%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:44:33,14.8,2.2,12.0,85.3,0.1,0.16,0.19,7.71,6.62,1.09,85.9,475.67,202.49,273.18,42.6,25.71,320,316,0,System Idle Process(994.9%),python.exe(88.0%),afwServ.exe(35.4%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:44:43,14.6,2.2,12.0,85.4,0.16,0.17,0.19,7.71,6.63,1.08,86.0,475.67,202.49,273.18,42.6,25.71,320,316,0,System Idle Process(991.7%),python.exe(92.7%),afwServ.exe(39.9%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:44:53,15.1,2.2,12.1,84.9,0.14,0.16,0.19,7.71,6.64,1.07,86.1,475.67,202.49,273.18,42.6,25.72,320,316,0,System Idle Process(997.8%),python.exe(89.2%),afwServ.exe(38.6%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:45:03,14.1,2.1,11.6,85.9,0.19,0.17,0.2,7.71,6.65,1.06,86.2,475.67,202.49,273.18,42.6,25.72,321,317,0,System Idle Process(927.9%),python.exe(88.2%),afwServ.exe(44.9%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:45:13,17.9,3.2,14.1,82.1,0.16,0.17,0.19,7.71,6.65,1.06,86.2,475.67,202.49,273.18,42.6,25.72,321,317,0,System Idle Process(930.1%),python.exe(90.4%),afwServ.exe(41.2%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.6%),False,0,0,0
2026-01-12 16:45:23,17.5,3.6,13.2,82.5,0.22,0.18,0.2,7.71,6.76,0.95,87.6,475.67,202.49,273.18,42.6,25.73,320,316,0,System Idle Process(966.2%),python.exe(88.8%),afwServ.exe(37.4%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(3.6%),False,0,0,0
2026-01-12 16:45:33,16.3,3.1,12.5,83.7,0.18,0.17,0.19,7.71,6.72,0.99,87.2,475.67,202.49,273.18,42.6,25.73,320,316,0,System Idle Process(983.9%),python.exe(84.7%),afwServ.exe(37.5%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(3.0%),False,0,0,0
2026-01-12 16:45:43,15.7,2.3,12.9,84.3,0.16,0.17,0.19,7.71,6.7,1.01,86.9,475.67,202.49,273.18,42.6,25.73,320,316,0,System Idle Process(1003.6%),python.exe(90.5%),afwServ.exe(42.3%),chrome.exe(4.4%),chrome.exe(4.3%),msedge.exe(3.0%),False,0,0,0
2026-01-12 16:45:53,16.3,2.4,13.4,83.7,0.13,0.16,0.19,7.71,6.7,1.01,86.9,475.67,202.49,273.18,42.6,25.73,320,316,0,System Idle Process(979.7%),python.exe(87.2%),afwServ.exe(35.9%),chrome.exe(4.4%),chrome.exe(4.3%),msedge.exe(3.0%),False,0,0,0
2026-01-12 16:46:03,15.9,2.4,12.9,84.1,0.11,0.16,0.19,7.71,6.71,1.0,87.0,475.67,202.49,273.18,42.6,25.74,320,316,0,System Idle Process(974.3%),python.exe(88.9%),afwServ.exe(42.7%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(3.0%),False,0,0,0
2026-01-12 16:46:13,14.6,2.4,11.8,85.4,0.09,0.15,0.19,7.71,6.71,1.0,87.0,475.67,202.49,273.18,42.6,25.74,320,316,0,System Idle Process(986.2%),python.exe(90.2%),System(28.7%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(3.0%),False,0,0,0
2026-01-12 16:46:23,15.4,2.2,12.6,84.6,0.08,0.15,0.18,7.71,6.7,1.01,86.9,475.67,202.49,273.18,42.6,25.74,320,316,0,System Idle Process(992.8%),python.exe(89.6%),afwServ.exe(38.7%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:46:33,15.2,2.2,12.6,84.8,0.15,0.16,0.19,7.71,6.63,1.08,86.0,475.67,202.49,273.18,42.6,25.75,319,315,0,System Idle Process(977.6%),python.exe(90.1%),afwServ.exe(36.5%),chrome.exe(4.4%),chrome.exe(4.2%),chrome.exe(2.5%),False,0,0,0
2026-01-12 16:46:43,15.0,2.2,12.3,84.9,0.12,0.15,0.19,7.71,6.64,1.07,86.1,475.67,202.49,273.18,42.6,25.75,319,315,0,System Idle Process(966.9%),python.exe(88.2%),afwServ.exe(39.9%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(3.4%),False,0,0,0
2026-01-12 16:46:53,21.6,4.9,16.0,78.4,0.11,0.15,0.18,7.71,6.85,0.86,88.9,475.67,202.49,273.18,42.6,25.75,319,315,0,System Idle Process(911.0%),python.exe(88.6%),afwServ.exe(35.7%),chrome.exe(4.4%),chrome.exe(4.2%),msedge.exe(3.9%),False,0,0,0
2026-01-12 16:47:03,30.0,9.4,19.4,70.0,0.09,0.14,0.18,7.71,6.99,0.72,90.6,475.67,202.49,273.18,42.6,25.75,321,317,0,System Idle Process(999.6%),python.exe(88.6%),afwServ.exe(42.0%),chrome.exe(4.4%),chrome.exe(4.3%),msedge.exe(3.5%),False,0,0,0
2026-01-12 16:47:13,19.0,4.5,14.0,81.0,0.16,0.16,0.19,7.71,7.11,0.6,92.2,475.67,202.49,273.18,42.6,25.76,322,318,0,System Idle Process(804.8%),python.exe(88.3%),System(42.0%),msedge.exe(5.0%),chrome.exe(3.9%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:47:23,25.5,4.7,20.2,74.5,0.21,0.17,0.19,7.71,6.61,1.11,85.7,475.67,202.49,273.18,42.6,25.76,322,318,0,System Idle Process(836.1%),python.exe(92.0%),afwServ.exe(45.5%),msedge.exe(6.1%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:47:33,21.3,4.7,15.7,78.7,0.25,0.18,0.19,7.71,6.7,1.01,86.8,475.67,202.49,273.18,42.6,25.76,322,318,0,System Idle Process(982.9%),python.exe(90.5%),afwServ.exe(40.5%),msedge.exe(6.0%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:47:43,15.7,2.4,12.6,84.3,0.29,0.19,0.2,7.71,6.65,1.06,86.2,475.67,202.49,273.18,42.6,25.76,322,318,0,System Idle Process(975.5%),python.exe(92.3%),afwServ.exe(42.8%),msedge.exe(6.0%),chrome.exe(3.9%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:47:53,16.2,2.3,13.4,83.8,0.25,0.18,0.19,7.71,6.67,1.04,86.5,475.67,202.49,273.18,42.6,25.77,322,318,0,System Idle Process(968.3%),python.exe(88.4%),afwServ.exe(33.9%),msedge.exe(5.5%),chrome.exe(3.9%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:48:03,15.6,2.2,12.8,84.4,0.21,0.18,0.19,7.71,6.62,1.09,85.8,475.67,202.49,273.18,42.6,25.77,322,318,0,System Idle Process(833.5%),python.exe(88.8%),afwServ.exe(47.4%),msedge.exe(6.7%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:48:13,23.2,5.7,16.7,76.8,0.18,0.17,0.19,7.71,6.72,0.99,87.1,475.67,202.49,273.18,42.6,25.77,322,318,0,System Idle Process(985.6%),python.exe(90.6%),afwServ.exe(41.7%),msedge.exe(6.6%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:48:23,17.2,3.1,13.5,82.8,0.15,0.16,0.19,7.71,6.72,1.0,87.1,475.67,202.49,273.18,42.6,25.78,322,318,0,System Idle Process(1000.5%),python.exe(90.7%),afwServ.exe(35.7%),msedge.exe(6.6%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:48:33,15.6,2.6,12.5,84.4,0.21,0.18,0.19,7.71,6.63,1.08,86.0,475.67,202.49,273.18,42.6,25.78,322,318,0,System Idle Process(948.6%),python.exe(90.9%),afwServ.exe(44.1%),msedge.exe(5.9%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:48:43,17.5,3.0,14.0,82.5,0.18,0.17,0.19,7.71,6.66,1.05,86.4,475.67,202.49,273.18,42.6,25.78,322,318,0,System Idle Process(981.9%),python.exe(92.5%),afwServ.exe(36.6%),msedge.exe(5.9%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:48:53,16.8,2.6,13.6,83.2,0.22,0.18,0.19,7.71,6.67,1.05,86.4,475.67,202.49,273.18,42.6,25.78,322,318,0,System Idle Process(998.2%),python.exe(93.4%),afwServ.exe(36.4%),msedge.exe(5.8%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:49:03,15.4,2.0,12.9,84.6,0.34,0.21,0.2,7.71,6.63,1.08,86.0,475.67,202.49,273.18,42.6,25.79,321,317,0,System Idle Process(976.4%),python.exe(91.3%),afwServ.exe(42.8%),chrome.exe(3.8%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:49:13,15.8,2.2,13.2,84.2,0.28,0.2,0.2,7.71,6.39,1.33,82.8,475.67,202.49,273.18,42.6,25.79,322,318,0,System Idle Process(917.5%),python.exe(91.0%),afwServ.exe(37.7%),chrome.exe(3.8%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:49:23,18.2,3.2,14.3,81.8,0.24,0.19,0.2,7.71,6.46,1.25,83.8,475.67,202.49,273.18,42.6,25.79,325,321,0,System Idle Process(869.3%),msedgewebview2.exe(186.5%),python.exe(88.6%),chrome.exe(3.8%),msedge.exe(2.5%),msedgewebview2.exe(2.5%),False,0,0,0
2026-01-12 16:49:33,25.7,7.5,17.4,74.3,0.2,0.19,0.19,7.71,6.6,1.11,85.6,475.67,202.49,273.18,42.6,25.8,325,321,0,System Idle Process(958.2%),python.exe(92.3%),afwServ.exe(35.9%),chrome.exe(3.8%),MemCompression(3.4%),msedge.exe(2.5%),False,0,0,0
2026-01-12 16:49:43,17.7,2.6,14.7,82.3,0.17,0.18,0.19,7.71,6.53,1.18,84.7,475.67,202.49,273.18,42.6,25.8,325,321,0,System Idle Process(992.1%),python.exe(92.2%),afwServ.exe(36.9%),chrome.exe(3.9%),MemCompression(3.4%),msedge.exe(2.5%),False,0,0,0
2026-01-12 16:49:53,15.8,3.0,12.2,84.2,0.15,0.18,0.19,7.71,6.54,1.17,84.8,475.67,202.49,273.18,42.6,25.8,324,320,0,System Idle Process(993.0%),python.exe(93.3%),afwServ.exe(35.7%),chrome.exe(3.9%),MemCompression(3.4%),msedge.exe(2.5%),False,0,0,0
2026-01-12 16:50:03,16.0,2.4,12.7,84.0,0.12,0.17,0.19,7.71,6.49,1.22,84.2,475.67,202.49,273.18,42.6,25.8,324,320,0,System Idle Process(965.0%),python.exe(91.1%),afwServ.exe(42.8%),chrome.exe(3.8%),MemCompression(3.8%),msedge.exe(2.5%),False,0,0,0
2026-01-12 16:50:13,14.9,1.9,12.3,85.1,0.1,0.16,0.19,7.71,6.53,1.18,84.6,475.67,202.49,273.18,42.6,25.81,324,320,0,System Idle Process(994.0%),python.exe(92.8%),afwServ.exe(29.0%),chrome.exe(3.8%),MemCompression(3.8%),msedge.exe(2.5%),False,0,0,0
2026-01-12 16:50:23,16.6,2.9,13.0,83.4,0.17,0.18,0.19,7.71,6.53,1.19,84.6,475.67,202.49,273.18,42.6,25.81,325,321,0,System Idle Process(963.6%),python.exe(90.6%),afwServ.exe(39.2%),MemCompression(3.9%),chrome.exe(3.8%),msedge.exe(2.5%),False,0,0,0
2026-01-12 16:50:33,23.0,5.8,16.3,77.0,0.14,0.17,0.19,7.71,6.54,1.17,84.8,475.67,202.49,273.18,42.6,25.81,324,320,0,System Idle Process(970.9%),python.exe(93.4%),afwServ.exe(42.0%),chrome.exe(3.8%),msedge.exe(3.5%),msedgewebview2.exe(2.7%),False,0,0,0
2026-01-12 16:50:43,20.6,4.6,15.1,79.4,0.12,0.16,0.18,7.71,6.71,1.0,87.1,475.67,202.49,273.18,42.6,25.81,324,320,0,System Idle Process(970.8%),python.exe(90.5%),afwServ.exe(40.3%),msedge.exe(4.5%),chrome.exe(3.9%),msedgewebview2.exe(2.6%),False,0,0,0
2026-01-12 16:50:53,16.6,3.1,13.0,83.4,0.1,0.16,0.18,7.71,6.72,0.99,87.1,475.67,202.49,273.18,42.6,25.82,324,320,0,System Idle Process(989.0%),python.exe(90.3%),afwServ.exe(38.2%),msedge.exe(4.2%),chrome.exe(3.9%),msedgewebview2.exe(2.6%),False,0,0,0
2026-01-12 16:51:03,17.1,3.1,13.4,82.9,0.17,0.17,0.19,7.71,6.69,1.02,86.8,475.67,202.49,273.18,42.6,25.82,324,320,0,System Idle Process(896.2%),python.exe(92.4%),MemCompression(68.8%),msedge.exe(4.2%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:51:13,17.0,2.0,14.3,83.0,0.29,0.2,0.2,7.71,6.56,1.15,85.1,475.67,202.49,273.18,42.6,25.82,323,319,0,System Idle Process(949.8%),python.exe(87.6%),afwServ.exe(36.8%),msedge.exe(4.5%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:51:23,16.5,3.3,12.5,83.5,0.25,0.19,0.19,7.71,6.59,1.13,85.4,475.67,202.49,273.18,42.6,25.83,323,319,0,System Idle Process(1004.6%),python.exe(86.8%),afwServ.exe(32.2%),msedge.exe(4.4%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:51:33,14.9,2.6,11.8,85.1,0.29,0.2,0.2,7.71,6.61,1.1,85.8,475.67,202.49,273.17,42.6,25.83,323,319,0,System Idle Process(967.6%),python.exe(91.8%),afwServ.exe(37.2%),msedge.exe(4.4%),chrome.exe(3.8%),chrome.exe(2.3%),False,0,0,0
2026-01-12 16:51:43,16.8,2.7,13.6,83.2,0.25,0.19,0.19,7.71,6.63,1.08,86.0,475.67,202.49,273.18,42.6,25.83,322,318,0,System Idle Process(1000.2%),python.exe(93.9%),afwServ.exe(35.9%),msedge.exe(4.0%),chrome.exe(3.9%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:51:53,14.6,2.3,11.8,85.4,0.21,0.19,0.19,7.71,6.62,1.1,85.8,475.67,202.49,273.18,42.6,25.83,322,318,0,System Idle Process(983.1%),python.exe(90.0%),afwServ.exe(36.5%),msedge.exe(4.0%),chrome.exe(3.9%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:52:03,14.9,2.3,12.1,85.1,0.18,0.18,0.19,7.71,6.61,1.1,85.7,475.67,202.49,273.18,42.6,25.84,321,317,0,System Idle Process(972.5%),python.exe(91.3%),afwServ.exe(45.5%),msedge.exe(4.0%),chrome.exe(3.8%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:52:13,15.9,2.3,13.0,84.1,0.23,0.19,0.19,7.71,6.61,1.11,85.7,475.67,202.49,273.17,42.6,25.84,321,317,0,System Idle Process(769.5%),python.exe(93.9%),MemCompression(73.3%),MemCompression(3.8%),msedge.exe(3.3%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:52:23,21.8,2.7,18.2,78.2,0.19,0.19,0.19,7.71,6.3,1.42,81.6,475.67,202.49,273.17,42.6,25.84,319,315,0,System Idle Process(969.3%),python.exe(93.0%),afwServ.exe(39.9%),MemCompression(3.8%),msedge.exe(3.3%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:52:33,15.7,2.4,12.8,84.4,0.16,0.18,0.19,7.71,6.31,1.4,81.8,475.67,202.49,273.17,42.6,25.85,319,315,0,System Idle Process(980.5%),python.exe(85.6%),afwServ.exe(38.4%),MemCompression(3.8%),msedge.exe(3.2%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:52:43,14.8,2.3,12.1,85.2,0.14,0.17,0.19,7.71,6.28,1.43,81.4,475.67,202.49,273.17,42.6,25.85,319,315,0,System Idle Process(993.2%),python.exe(89.8%),afwServ.exe(45.9%),MemCompression(3.8%),msedge.exe(3.2%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:52:53,15.1,2.4,12.0,84.9,0.27,0.2,0.2,7.71,6.29,1.43,81.5,475.67,202.49,273.17,42.6,25.85,319,315,0,System Idle Process(1001.6%),python.exe(89.1%),afwServ.exe(37.5%),MemCompression(3.8%),msedge.exe(2.7%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:53:03,14.4,2.1,11.7,85.6,0.3,0.21,0.2,7.71,6.25,1.46,81.1,475.67,202.49,273.17,42.6,25.85,319,315,0,System Idle Process(980.9%),python.exe(82.9%),afwServ.exe(37.7%),MemCompression(3.8%),msedge.exe(2.7%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:53:13,15.7,2.2,12.7,84.3,0.33,0.22,0.2,7.71,6.25,1.46,81.1,475.67,202.49,273.17,42.6,25.86,319,315,0,System Idle Process(1005.9%),python.exe(90.7%),afwServ.exe(33.7%),MemCompression(3.8%),msedge.exe(2.7%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:53:23,14.4,1.9,11.9,85.6,0.35,0.23,0.21,7.71,6.26,1.45,81.2,475.67,202.49,273.17,42.6,25.86,319,315,0,System Idle Process(992.3%),python.exe(89.7%),afwServ.exe(33.3%),MemCompression(3.8%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:53:33,14.4,2.1,11.8,85.6,0.53,0.27,0.22,7.71,6.25,1.46,81.0,475.67,202.5,273.17,42.6,25.86,319,315,0,System Idle Process(997.3%),python.exe(90.1%),afwServ.exe(38.6%),MemCompression(3.9%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:53:43,15.8,2.2,13.0,84.2,0.45,0.26,0.22,7.71,6.26,1.45,81.2,475.67,202.5,273.17,42.6,25.86,319,315,0,System Idle Process(990.2%),python.exe(89.7%),afwServ.exe(31.4%),MemCompression(3.9%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:53:53,15.1,2.3,12.3,84.9,0.46,0.27,0.22,7.71,6.27,1.44,81.4,475.67,202.49,273.17,42.6,25.87,319,315,0,System Idle Process(984.8%),python.exe(87.8%),afwServ.exe(37.8%),MemCompression(3.9%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:54:03,15.4,2.4,12.4,84.6,0.46,0.28,0.22,7.71,6.27,1.44,81.3,475.67,202.49,273.17,42.6,25.87,319,315,0,System Idle Process(960.0%),python.exe(92.0%),afwServ.exe(41.1%),MemCompression(3.9%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:54:13,16.3,2.4,13.1,83.7,0.39,0.27,0.22,7.71,6.26,1.45,81.1,475.67,202.5,273.17,42.6,25.87,319,315,0,System Idle Process(995.5%),python.exe(90.1%),afwServ.exe(36.9%),MemCompression(3.9%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:54:23,15.5,2.6,12.4,84.5,0.48,0.29,0.23,7.71,6.31,1.4,81.9,475.67,202.5,273.17,42.6,25.88,322,317,0,System Idle Process(1003.1%),python.exe(91.0%),afwServ.exe(31.2%),MemCompression(3.9%),msedge.exe(2.5%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:54:33,15.5,2.4,12.4,84.5,0.48,0.3,0.23,7.71,6.31,1.4,81.8,475.67,202.5,273.17,42.6,25.88,321,317,0,System Idle Process(980.2%),python.exe(91.3%),afwServ.exe(43.1%),MemCompression(3.9%),msedge.exe(3.1%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:54:43,16.4,3.3,12.5,83.6,0.48,0.31,0.24,7.71,6.35,1.36,82.3,475.67,202.49,273.17,42.6,25.88,321,317,0,System Idle Process(989.9%),python.exe(86.9%),afwServ.exe(42.7%),MemCompression(3.9%),msedge.exe(3.2%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:54:53,15.4,2.6,12.2,84.6,0.48,0.31,0.24,7.71,6.37,1.34,82.7,475.67,202.5,273.17,42.6,25.88,321,317,0,System Idle Process(986.1%),python.exe(90.9%),afwServ.exe(38.1%),MemCompression(3.9%),msedge.exe(3.1%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:55:03,15.1,1.9,12.7,84.9,0.41,0.3,0.24,7.71,6.37,1.34,82.6,475.67,202.5,273.17,42.6,25.89,321,317,0,System Idle Process(991.7%),python.exe(89.6%),afwServ.exe(33.2%),MemCompression(3.9%),msedge.exe(3.4%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:55:13,15.7,2.5,12.7,84.3,0.43,0.31,0.24,7.71,6.4,1.31,82.9,475.67,202.5,273.17,42.6,25.89,323,319,0,System Idle Process(885.7%),python.exe(90.2%),afwServ.exe(47.0%),MemCompression(3.9%),msedge.exe(3.3%),chrome.exe(2.4%),False,0,0,0
2026-01-12 16:55:23,17.5,2.9,13.9,82.5,0.44,0.31,0.24,7.71,6.4,1.31,83.0,475.67,202.5,273.17,42.6,25.89,322,318,0,System Idle Process(990.6%),python.exe(91.0%),afwServ.exe(39.9%),MemCompression(3.9%),msedge.exe(3.3%),chrome.exe(2.4%),False,0,0,0
